model,variable,moderator_value,slope,SE,df,lower_ci,upper_ci,p.value
SC_PRCPSMSy,Zprc_stirn_ww,0,0.031241970547501,0.009475622604733218,493.1442277067574,0.012624398833759987,0.049859542261242014,0.001047404904247125
SC_PRCPSMSy,Zprc_stirn_ww,1,0.01625729497877843,0.01335499601544554,480.1836063629736,-0.009984158260690646,0.042498748218247506,0.22408063824322993
SC_HPSMSy,Zprog_ww,-1,-0.06710966851093249,0.015607197751507308,467.47423133472864,-0.09777861714286744,-0.03644071987899754,2.0809916134088323e-5
SC_HPSMSy,Zprog_ww,0,-0.04350932761433834,0.010912477728789853,470.6513408506528,-0.06495253351639765,-0.02206612171227903,7.75144908194337e-5
SC_HPSMSy,Zprog_ww,1,-0.019908986717744187,0.01548851521394558,468.0685752072526,-0.05034461772904179,0.010526644293553416,0.19928704908190098
SC_HPSMSy,Zestr_ww,-1,0.038448432930283105,0.017567711871398495,523.788175942441,0.003936603998782498,0.07296026186178371,0.029067854157778027
SC_HPSMSy,Zestr_ww,0,0.025045677908048347,0.012569170888699879,578.8542744746644,3.5893840057038204e-4,0.04973241741552631,0.046771353875833255
SC_HPSMSy,Zestr_ww,1,0.011642922885813593,0.017430034232995092,527.4121791871811,-0.022597892968794258,0.04588373874042144,0.5044382431773753
SC_PRCPSM,Zprc_stirn_ww,-1,0.0439871337266485,0.01330896955153698,479.45959974225656,0.017836018869032494,0.07013824858426451,0.0010206626108772905
SC_PRCPSM,Zprc_stirn_ww,0,0.0306916528775512,0.009382391119881203,494.89896271193805,0.01225742189264745,0.04912588386245495,0.0011456430003292703
SC_PRCPSM,Zprc_stirn_ww,1,0.017396172028453897,0.013278546047673418,484.12806657778833,-0.008694526271481953,0.04348687032838974,0.19078457136949112
SC_HPSM,Zprog_ww,-1,-0.06418386434843924,0.015403211407998899,466.283180945165,-0.09445216997730398,-0.03391555871957451,3.680377010118478e-5
SC_HPSM,Zprog_ww,0,-0.04235948978042893,0.010809500994878535,471.9885399847326,-0.063600189492378,-0.021118790068479866,1.0218266247743095e-4
SC_HPSM,Zprog_ww,1,-0.020535115212418607,0.015403792244389534,471.8130773348905,-0.050803639027427155,0.009733408602589946,0.18313550954932914
SC_HPSM,Zestr_ww,-1,0.03854359984429937,0.017376251786916003,523.9649331553545,0.004407921560719931,0.0726792781278788,0.026970747653464723
SC_HPSM,Zestr_ww,0,0.026257574360870676,0.012483379068088545,583.0055309893676,0.0017397018240457827,0.05077544689769557,0.03585843713055419
SC_HPSM,Zestr_ww,1,0.013971548877441984,0.01736546670766323,532.0796970710834,-0.020141737601356947,0.04808483535624092,0.4214333364335494
SC_PRCPSSy,Zprc_stirn_ww,-1,0.046213701201297405,0.013486618172695424,480.4048199575572,0.019713652234427868,0.07271375016816695,6.635813614465234e-4
SC_PRCPSSy,Zprc_stirn_ww,0,0.03110279536038532,0.009472353969100459,493.16644506284337,0.01249164787928174,0.0497139428414889,0.0010979492764195335
SC_PRCPSSy,Zprc_stirn_ww,1,0.015991889519473237,0.013351237699138223,480.209331587606,-0.010242175390854345,0.042225954429800816,0.2315922573507383
SC_HPSSy,Zprog_ww,-1,-0.06714367001981796,0.015608204698460814,467.41339016802453,-0.09781460771703031,-0.0364727323226056,2.063942030790639e-5
SC_HPSSy,Zprog_ww,0,-0.04344679748704309,0.010913291564214386,470.64127715833916,-0.06489160377185305,-0.022001991202233125,7.944080989588274e-5
SC_HPSSy,Zprog_ww,1,-0.01974992495426822,0.015490504159347742,468.10619660210375,-0.050189457991091806,0.010689608082555369,0.20295238151217818
SC_HPSSy,Zestr_ww,-1,0.03846014894144916,0.017566601115444468,523.7029250907318,0.0039504890835498074,0.07296980879934852,0.029009046396991634
SC_HPSSy,Zestr_ww,0,0.025083828600321465,0.012568307317269102,578.7928346068369,3.987797179766904e-4,0.04976887748266624,0.046423840066883174
SC_HPSSy,Zestr_ww,1,0.011707508259193766,0.017428411469465572,527.3706814049876,-0.02253012591816742,0.04594514243655495,0.5020380092792502
SC_PRCPS,Zprc_stirn_ww,-1,0.043935743837908055,0.013303450323967328,479.4036984882438,0.017795466129962075,0.07007602154585403,0.0010295770654310925
SC_PRCPS,Zprc_stirn_ww,0,0.03054618938568938,0.009378396953743868,494.89974987074163,0.012119806086341087,0.04897257268503767,0.0012028983137901616
SC_PRCPS,Zprc_stirn_ww,1,0.017156634933470704,0.013273485231718165,484.14144317953964,-0.00892411768402928,0.04323738755097069,0.1967834943238016
SC_HPS,Zprog_ww,-1,-0.06416719498768979,0.015401697352423641,466.195822249043,-0.09443254015789096,-0.03390184981748861,3.6909741678402845e-5
SC_HPS,Zprog_ww,0,-0.04230011153875294,0.010808517447198272,471.95114163326764,-0.06353888290333821,-0.021061340174167668,1.0431295313810025e-4
SC_HPS,Zprog_ww,1,-0.0204330280898161,0.01540305771928463,471.8227261923438,-0.05070010696775411,0.009834050788121905,0.18529709808509603
SC_HPS,Zestr_ww,-1,0.03849990829701245,0.017373058921322865,523.8834141798335,0.004370490108505952,0.07262932648551895,0.027115684625988446
SC_HPS,Zestr_ww,0,0.02632963811152205,0.012481058745110844,582.9656683851977,0.0018163192980488914,0.050842956924995214,0.0353212612746119
SC_HPS,Zestr_ww,1,0.014159367926031657,0.017361416954536572,532.025667738979,-0.019945970982374415,0.04826470683443773,0.41511380885865945
SC_PRCPMSy,Zprc_stirn_ww,-1,0.04269783205809493,0.013352528410694535,484.2510685461111,0.016461784279360046,0.06893387983682982,0.0014757807336052344
SC_PRCPMSy,Zprc_stirn_ww,0,0.03160672233331694,0.009485425009602167,494.70591208181406,0.012970035729870655,0.050243408936763226,9.263421084750164e-4
SC_PRCPMSy,Zprc_stirn_ww,1,0.020515612608538944,0.013174063637684672,481.31131462334963,-0.005370170350998956,0.04640139556807685,0.12006296443148615
SC_HPMSy,Zprog_ww,-1,-0.06391791020326398,0.015412804642602468,471.16416870540104,-0.09420425069333732,-0.03363156971319064,3.9948250821516766e-5
SC_HPMSy,Zprog_ww,0,-0.043779493214502786,0.0109063255935967,472.4006936288737,-0.06521040546670064,-0.022348580962304933,6.937300372526893e-5
SC_HPMSy,Zprog_ww,1,-0.023641076225741586,0.01525106830612053,469.31409455017155,-0.05360990717245128,0.0063277547209681095,0.12178534889743099
SC_HPMSy,Zestr_ww,-1,0.03323307343700589,0.01738093416811397,528.2054000977992,-9.111687768027649e-4,0.06737731565081455,0.05641150759301614
SC_HPMSy,Zestr_ww,0,0.025520917435029825,0.012586946255200742,580.466669994274,7.99409729676976e-4,0.05024242514038267,0.04306047245183449
SC_HPMSy,Zestr_ww,1,0.01780876143305376,0.017211863460613357,528.7744395925097,-0.016003263677422164,0.05162078654352968,0.30129159555941903
SC_PRCP,Zprc_stirn_ww,-1,0.04045719386802065,0.013179785766978458,481.9216854360583,0.01456025015015857,0.06635413758588274,0.00226407286275999
SC_PRCP,Zprc_stirn_ww,0,0.030645979244324772,0.009399816563319272,495.89946834371995,0.012177602632738878,0.04911435585591067,0.0011895588423916624
SC_PRCP,Zprc_stirn_ww,1,0.020834764620628894,0.013120112300573904,485.59472523740493,-0.004944435857727091,0.04661396509898488,0.11293676000584676
SC_HP,Zprog_ww,-1,-0.06185612550387566,0.015235518309449695,469.2875370353633,-0.09179440459631438,-0.03191784641143693,5.749358482728153e-5
SC_HP,Zprog_ww,0,-0.04228054466520482,0.010817521433932527,472.95801356166015,-0.06353689255097444,-0.02102419677943519,1.0642359003234337e-4
SC_HP,Zprog_ww,1,-0.022704963826533975,0.01520694191390694,473.9836900857038,-0.05258632390346239,0.007176396250394443,0.1360853107477231
SC_HP,Zestr_ww,-1,0.02606253038666596,0.017681021086430812,585.4541489266783,-0.008663423806250525,0.06078848457958244,0.1410083340387686
SC_HP,Zestr_ww,0,0.026503088807728347,0.012513259764586794,583.6223002526168,0.0019265833765289495,0.051079594238927745,0.034597126348108846
SC_HP,Zestr_ww,1,0.026943647228790734,0.017685348741564487,597.3962147157831,-0.007789368281651953,0.06167666273923342,0.12816256444688667
SC_PRCPSMs1,Zprc_stirn_ww,-1,0.03152134240492138,0.018400585775293302,248.626439518202,-0.004719555595200778,0.06776224040504354,0.08794774524836398
SC_PRCPSMs1,Zprc_stirn_ww,0,0.018750121907994858,0.013710713334161625,256.5499446650246,-0.008249752974633536,0.04574999679062325,0.17264898507366672
SC_PRCPSMs1,Zprc_stirn_ww,1,0.005978901411068331,0.020331635902051063,246.6807766890717,-0.03406684380447353,0.0460246466266102,0.7689525558732455
SC_HPSMs1,Zprog_ww,-1,-0.046819711373717855,0.020861922055076674,239.54694134967093,-0.08791595619162934,-0.00572346655580637,0.02572905046278243
SC_HPSMs1,Zprog_ww,0,-0.03420705281655226,0.015496420972521675,244.08166535667957,-0.06473082906135758,-0.003683276571746944,0.028215852037022017
SC_HPSMs1,Zprog_ww,1,-0.02159439425938666,0.023164737164716113,241.96020735664064,-0.06722468181926157,0.024035893300488248,0.3521573751544672
SC_HPSMs1,Zestr_ww,-1,0.029185008094350023,0.024261822448179274,275.41372472614376,-0.018577174643918757,0.0769471908326188,0.23004071754999078
SC_HPSMs1,Zestr_ww,0,0.006001027412657467,0.018362382148523256,301.8555479201972,-0.030133460045498276,0.04213551487081321,0.7440373784640049
SC_HPSMs1,Zestr_ww,1,-0.01718295326903509,0.026671123514522495,267.44429685996676,-0.06969502770946143,0.03532912117139124,0.5199634923089391
SC_PRCPSMs2,Zprc_stirn_ww,-1,0.06593630740335614,0.01922889230106758,224.34100853178455,0.02804395431825859,0.10382866048845368,7.207287299509376e-4
SC_PRCPSMs2,Zprc_stirn_ww,0,0.04889610873816982,0.012726969587997704,223.80964264537334,0.023816087101738246,0.07397613037460139,1.590137862793483e-4
SC_PRCPSMs2,Zprc_stirn_ww,1,0.0318559100729835,0.017064170034858626,226.90628941062698,-0.0017685911650628314,0.06548041131102983,0.06321504894763809
SC_HPSMs2,Zprog_ww,-1,-0.08838661217672918,0.023104235321999116,224.71924958164058,-0.13391528003929254,-0.04285794431416583,1.6909037318706667e-4
SC_HPSMs2,Zprog_ww,0,-0.0533002328928668,0.015309234413388951,224.78381929377963,-0.08346820664790482,-0.023132259137828775,5.987962465428786e-4
SC_HPSMs2,Zprog_ww,1,-0.018213853609004415,0.020529312972222925,225.60235236096668,-0.058667582125175505,0.02223987490716667,0.37590958793621754
SC_HPSMs2,Zestr_ww,-1,0.058586353361147495,0.024320525962876535,227.03557790945757,0.010663538668506507,0.10650916805378849,0.01679733008356123
SC_HPSMs2,Zestr_ww,0,0.05540630656971064,0.016061994094174994,225.21617955075604,0.023755293314854965,0.08705731982456633,6.702632323723817e-4
SC_HPSMs2,Zestr_ww,1,0.05222625977827379,0.021598940344193737,230.09539660339317,0.009669274672204263,0.09478324488434331,0.016384114956566723
IP_PRCPSMSy,Zprc_stirn_ww,-1,0.06923365975069436,0.013221684875192707,480.32391579090626,0.04325417095803766,0.09521314854335106,2.4538156922645957e-7
IP_PRCPSMSy,Zprc_stirn_ww,0,0.08417530650913588,0.009343549479361203,501.53472969405175,0.0658179857964529,0.10253262722181886,4.358265640976552e-18
IP_PRCPSMSy,Zprc_stirn_ww,1,0.09911695326757741,0.013102937736508962,480.83368205094615,0.07337086147431093,0.12486304506084389,1.995690208297913e-13
IP_HPSMSy,Zprog_ww,-1,-0.0900810577433072,0.01631792323381271,460.5664596226042,-0.12214786698424474,-0.05801424850236967,5.658831375872191e-8
IP_HPSMSy,Zprog_ww,0,-0.10927864117727827,0.01143321527596234,463.6708222364623,-0.13174597730688942,-0.08681130504766714,7.056408493135658e-20
IP_HPSMSy,Zprog_ww,1,-0.12847622461124933,0.01623286809664104,460.66175550620704,-0.1603758722271685,-0.09657657699533015,1.8654960758495766e-14
IP_HPSMSy,Zestr_ww,-1,0.05016290257830989,0.01759158908217696,557.7455846375698,0.015609038992339709,0.08471676616428006,0.004512140922562607
IP_HPSMSy,Zestr_ww,0,0.05782699657098325,0.01283803305082778,658.739642261702,0.03261859786462364,0.08303539527734285,7.875465374131594e-6
IP_HPSMSy,Zestr_ww,1,0.06549109056365662,0.017507497371503818,565.2999290185081,0.031103401470467133,0.0998787796568461,2.021926784071826e-4
IA_PRCPSMSy,Zprc_stirn_ww,-1,0.07484668194139672,0.013423315615384684,479.5643675194037,0.04847090033028846,0.10122246355250498,4.1184487721792316e-8
IA_PRCPSMSy,Zprc_stirn_ww,0,0.0772778059237684,0.009463413407208179,496.82248059847734,0.05868456133428154,0.09587105051325526,2.651613018702153e-15
IA_PRCPSMSy,Zprc_stirn_ww,1,0.07970892990614006,0.01330220638880482,479.7417120633698,0.053571143045992656,0.10584671676628747,4.070072172842553e-9
IA_HPSMSy,Zprog_ww,-1,-0.09958963577716672,0.01660233230562599,464.04063696877677,-0.13221470173608973,-0.0669645698182437,4.010947424312223e-9
IA_HPSMSy,Zprog_ww,0,-0.1013790050638672,0.01162689313211407,467.3843390204704,-0.12422646121260877,-0.07853154891512562,4.922620407573834e-17
IA_HPSMSy,Zprog_ww,1,-0.1031683743505677,0.01651173340111485,464.57765895076034,-0.13561530729384305,-0.07072144140729233,9.398298068178834e-10
IA_HPSMSy,Zestr_ww,-1,0.048229701237177,0.017266482277476698,544.543802467318,0.014312632852281931,0.08214676962207207,0.005401652527009523
IA_HPSMSy,Zestr_ww,0,0.05067459775747598,0.01251361883044451,628.3774945973994,0.026101024133227152,0.07524817138172481,5.772926309890773e-5
IA_HPSMSy,Zestr_ww,1,0.053119494277774966,0.01716509713837288,550.3741531929296,0.019402375373431396,0.08683661318211854,0.0020707798732739007
S2_PRCPS,Zprc_stirn_ww,-1,0.03687941424537804,0.01297314572622347,477.8484472289586,0.011387950209102816,0.06237087828165326,0.004664095676896962
S2_PRCPS,Zprc_stirn_ww,0,0.059687298609533555,0.009236033023645233,508.7203600714533,0.04154183602690108,0.07783276119216603,2.415256657751488e-10
S2_PRCPS,Zprc_stirn_ww,1,0.08249518297368907,0.012989940301982294,486.48534253042345,0.05697186916045528,0.10801849678692287,4.924332761261099e-10
S2_HPS,Zprog_ww,-1,-0.045681281148608914,0.01540057458402258,452.9055396315365,-0.07594673158866248,-0.015415830708555345,0.0031744108638885817
S2_HPS,Zprog_ww,0,-0.07750716654248095,0.010848172870928006,459.82627980740364,-0.09882530613603087,-0.056189026948931034,3.556199203040714e-12
S2_HPS,Zprog_ww,1,-0.10933305193635298,0.015494659893022525,462.1596701260925,-0.13978176671320722,-0.07888433715949875,6.295825730566235e-12
S2_HPS,Zestr_ww,-1,0.0423448491520976,0.01640787182999985,756.7549912038322,0.010134495034714038,0.07455520326948117,0.010045394764167364
S2_HPS,Zestr_ww,0,0.03798425277601253,0.011469075182511035,743.5575093804131,0.015468628531607971,0.060499877020417085,9.714768705961982e-4
S2_HPS,Zestr_ww,1,0.03362365639992745,0.016547685142825494,774.2301183331333,0.0011400087328939865,0.06610730406696091,0.04250219544769402
S2_HPS_e,Zprog_ww,-1,-0.04540574441840972,0.015363092493509435,783.6010830269854,-0.07556343327114783,-0.015248055565671614,0.003215153772915299
S2_HPS_e,Zprog_ww,0,-0.07751260974171675,0.01082341473584798,790.6553234401758,-0.09875863616058964,-0.05626658332284387,1.8265599151527967e-12
S2_HPS_e,Zprog_ww,1,-0.1096194750650238,0.015463114468325613,789.2567312224052,-0.13997317018377584,-0.07926577994627176,2.9988105868307165e-12
S2_HPS_e,Zestr_ww,-1,0.0399444473656248,0.015487822292260872,11963.672789815431,0.00958580209516495,0.07030309263608465,0.009918000904931943
S2_HPS_e,Zestr_ww,0,0.03943046027094788,0.010772365664195847,11969.173907248367,0.018314876262837173,0.06054604427905859,2.529700350135406e-4
S2_HPS_e,Zestr_ww,1,0.03891647317627097,0.01564927609778434,11968.789675750457,0.008241353570925598,0.06959159278161633,0.012903646152225445
GN_PRCPSMSy,Zprc_stirn_ww,-1,0.1138304013975305,0.015879743940341466,478.804144171501,0.08262780192535318,0.14503300086970783,2.8941204871904984e-12
GN_PRCPSMSy,Zprc_stirn_ww,0,0.10923691830171096,0.011193285542964677,496.53619471866364,0.08724487590367964,0.1312289606997423,1.0620591964738751e-20
GN_PRCPSMSy,Zprc_stirn_ww,1,0.10464343520589141,0.015727469172431466,479.5607184953629,0.07374016867627392,0.1355467017355089,7.828539094741326e-11
GN_HPSMSy,Zprog_ww,-1,-0.1466436750907727,0.019653935425582258,463.56257691921655,-0.18526551791066684,-0.10802183227087855,4.2643865347004713e-13
GN_HPSMSy,Zprog_ww,0,-0.14126890561618155,0.01376119394443234,466.9293052266551,-0.16831044346141077,-0.11422736777095231,1.9769250777829017e-22
GN_HPSMSy,Zprog_ww,1,-0.1358941361415904,0.019538320306031937,464.2035336209668,-0.17428864554288215,-0.09749962674029866,1.2017850001106151e-11
GN_HPSMSy,Zestr_ww,-1,0.08643275071070095,0.019708479519802542,549.4918954301952,0.04771957050559543,0.12514593091580645,1.3869001478882027e-5
GN_HPSMSy,Zestr_ww,0,0.07665148285928033,0.014327387781596616,640.9228140940991,0.04851718974321001,0.10478577597535066,1.2257514679253278e-7
GN_HPSMSy,Zestr_ww,1,0.06687021500785972,0.019591370980800726,556.0716373488012,0.02838807511592161,0.10535235489979783,6.886785302722489e-4
S1_PRCPSMSy,Zprc_stirn_ww,-1,0.03834374758962488,0.012343579602720166,475.94652371914253,0.014089097645833788,0.06259839753341598,0.0020071178876209708
S1_PRCPSMSy,Zprc_stirn_ww,0,0.057977849968874354,0.00877973520197681,502.4681540258554,0.04072833563982724,0.07522736429792147,1.023123884579103e-10
S1_PRCPSMSy,Zprc_stirn_ww,1,0.07761195234812383,0.012242220296763038,474.9668470320072,0.05355634297521003,0.10166756172103764,5.361165212560594e-10
S1_HPSMSy,Zprog_ww,-1,-0.051128531554534874,0.014095220852286382,446.4593268581378,-0.07882975203492512,-0.023427311074144634,3.193843297726951e-4
S1_HPSMSy,Zprog_ww,0,-0.0768531081793053,0.009914037606187713,443.5159452031445,-0.09633743542515794,-0.05736878093345266,6.244208018350537e-14
S1_HPSMSy,Zprog_ww,1,-0.10257768480407571,0.014097027111081569,443.0656243516845,-0.13028303192968949,-0.07487233767846194,1.569179357704433e-12
S1_HPSMSy,Zestr_ww,-1,0.04339234246311651,0.017470835103713632,748.2646890775003,0.009094657799587187,0.07769002712664583,0.013220336541944606
S1_HPSMSy,Zestr_ww,0,0.034217386564032545,0.012243386644378173,736.6861510495338,0.010181299876677988,0.058253473251387106,0.005328813390231324
S1_HPSMSy,Zestr_ww,1,0.025042430664948573,0.017692230061367806,781.115246628159,-0.009687516851761814,0.05977237818165896,0.15733576797866639
S1_HPSMSy_p,Zprog_ww,-1,-0.04977088795122605,0.013594191953956737,10597.91501955425,-0.07641805788900972,-0.023123718013442374,2.522699202392661e-4
S1_HPSMSy_p,Zprog_ww,0,-0.07579543146460291,0.009554598294531765,10582.221422778266,-0.09452424215311983,-0.057066620776085986,2.3573739577426204e-15
S1_HPSMSy_p,Zprog_ww,1,-0.10181997497797977,0.013573533895073877,10546.278931987661,-0.12842666611918868,-0.07521328383677087,6.824355751143889e-14
S1_HPSMSy_p,Zestr_ww,-1,0.04349142536560642,0.017893043721766932,1203.7912577981592,0.00838640799617351,0.07859644273503932,0.015217757866538995
S1_HPSMSy_p,Zestr_ww,0,0.03441968715891999,0.012545503669753738,1182.8374002617193,0.0098057654991759,0.05903360881866408,0.006169031623961675
S1_HPSMSy_p,Zestr_ww,1,0.02534794895223356,0.018120069468340078,1227.8255417016185,-0.010201778184421303,0.06089767608888842,0.16209909905460465
S3_PRCPSMSy,Zprc_stirn_ww,-1,0.04531461917660864,0.011940762525385727,500.9236930348255,0.02185447113437716,0.06877476721884011,1.6574006049782745e-4
S3_PRCPSMSy,Zprc_stirn_ww,0,0.04178629000314356,0.008354700349710259,496.37247024631426,0.02537135341582277,0.058201226590464346,7.904823021861234e-7
S3_PRCPSMSy,Zprc_stirn_ww,1,0.03825796082967848,0.011850801268316658,501.2959951820728,0.01497460254282219,0.061541319116534765,0.001326840340133335
S3_HPSMSy,Zprog_ww,-1,-0.05110442494299892,0.013926660738969868,448.0752304172461,-0.07847410734203078,-0.02373474254396706,2.7223270778300074e-4
S3_HPSMSy,Zprog_ww,0,-0.05063851954316495,0.0097898943713743709,446.87510282610134,-0.06987846898897176,-0.031398570097358136,3.493219274580283e-7
S3_HPSMSy,Zprog_ww,1,-0.05017261414333099,0.013906147475367328,446.2736869554201,-0.07750228118751888,-0.022842947099143102,3.435396390652762e-4
S3_HPSMSy,Zestr_ww,-1,0.04483410933154399,0.016118930864810144,725.0132585113512,0.013188756945904816,0.07647946171718317,0.005552101497409652
S3_HPSMSy,Zestr_ww,0,0.027427375183083982,0.011282227109746612,712.775170044978,0.005277003911076043,0.04957774645509192,0.015301720454607303
S3_HPSMSy,Zestr_ww,1,0.010020641034623969,0.016270048120142273,757.4934808776837,-0.02191910096589761,0.04196038303514554,0.5381488464808937
S4_PRCPSMSy,Zprc_stirn_ww,-1,-0.016871265493250052,0.012991304037117426,473.79898051700377,-0.04239896352820627,0.008656432541706161,0.1946928972206006
S4_PRCPSMSy,Zprc_stirn_ww,0,-0.021037061179044515,0.009231605501985662,497.67032984288136,-0.039174785654437994,-0.002899336703651032,0.023101203770079928
S4_PRCPSMSy,Zprc_stirn_ww,1,-0.025202856864838977,0.012882773816052793,471.6598671239691,-0.05051758882277799,1.1187509310003549e-4,0.05101695123926666
S4_HPSMSy,Zprog_ww,-1,0.021284598006853082,0.013842335408160556,10657.050172105897,-0.0058489625183720875,0.04841815853207825,0.12416512313479623
S4_HPSMSy,Zprog_ww,0,0.03211633861588973,0.009741785028203042,10649.086310142766,0.013020620419079799,0.05121205681269966,9.81268066171607e-4
S4_HPSMSy,Zprog_ww,1,0.04294807922492637,0.013809892701163055,10610.098832371123,0.015878098853161618,0.07001805959669112,0.0018761461674756026
S4_HPSMSy,Zestr_ww,-1,-0.007058656673295437,0.01604505809224556,1086.8451746942255,-0.03854145279374104,0.02442413944715017,0.6600773384093397
S4_HPSMSy,Zestr_ww,0,-0.003841196127382897,0.011953856487177157,1276.8346325519385,-0.02729255447464037,0.019610162219874574,0.7480088950318615
S4_HPSMSy,Zestr_ww,1,-6.237355814703568e-4,0.016067933015434605,1074.2850873977072,-0.03215182665912171,0.030904355496180994,0.9690421822132451
